2012-12-03 22:49:29,816 [Worker-1] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: GitEditor:GitEditor:0.0.1-SNAPSHOT @ C:\Users\Alan\Desktop\GiftEditor\GitEditor\pom.xml.
2012-12-04 15:57:49,445 [Worker-30] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: GitEditor:GitEditor:0.0.1-SNAPSHOT @ C:\Users\Alan\Desktop\GiftEditor\GitEditor\pom.xml.
2012-12-04 15:57:49,491 [Worker-30] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 15:57:49,492 [Worker-30] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 15:57:49,493 [Worker-30] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 15:57:49,493 [Worker-30] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 15:59:41,241 [Worker-31] ERROR o.e.m.c.i.p.r.ProjectRegistryManager - Could not read pom.xml
org.eclipse.core.runtime.CoreException: Could not read pom.xml
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.readModel(MavenImpl.java:531) ~[org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.readModel(MavenImpl.java:539) ~[org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.m2e.core.internal.project.registry.ProjectRegistryManager.refresh(ProjectRegistryManager.java:479) [org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.m2e.core.internal.project.registry.ProjectRegistryManager.refresh(ProjectRegistryManager.java:328) [org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.m2e.core.internal.project.registry.ProjectRegistryManager.refresh(ProjectRegistryManager.java:279) [org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.m2e.core.internal.project.registry.MavenProjectManager.refresh(MavenProjectManager.java:58) [org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.m2e.core.internal.builder.MavenBuilder.build(MavenBuilder.java:87) [org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.core.internal.events.BuildManager$2.run(BuildManager.java:728) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:42) [org.eclipse.equinox.common_3.6.100.v20120522-1841.jar:na]
	at org.eclipse.core.internal.events.BuildManager.basicBuild(BuildManager.java:199) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.events.BuildManager.basicBuild(BuildManager.java:239) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.events.BuildManager$1.run(BuildManager.java:292) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:42) [org.eclipse.equinox.common_3.6.100.v20120522-1841.jar:na]
	at org.eclipse.core.internal.events.BuildManager.basicBuild(BuildManager.java:295) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.events.BuildManager.basicBuildLoop(BuildManager.java:351) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.events.BuildManager.build(BuildManager.java:374) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.events.AutoBuildJob.doBuild(AutoBuildJob.java:143) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.events.AutoBuildJob.run(AutoBuildJob.java:241) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:53) [org.eclipse.core.jobs_3.5.300.v20120622-204750.jar:na]
Caused by: org.apache.maven.model.io.ModelParseException: Unrecognised tag: 'dependency' (position: START_TAG seen ...</dependencies>\r\n\t<dependency>... @15:14) 
	at org.apache.maven.model.io.DefaultModelReader.read(DefaultModelReader.java:127) ~[maven-model-builder-3.0.4.jar:3.0.4]
	at org.apache.maven.model.io.DefaultModelReader.read(DefaultModelReader.java:91) ~[maven-model-builder-3.0.4.jar:3.0.4]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.readModel(MavenImpl.java:529) ~[org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	... 18 common frames omitted
Caused by: org.codehaus.plexus.util.xml.pull.XmlPullParserException: Unrecognised tag: 'dependency' (position: START_TAG seen ...</dependencies>\r\n\t<dependency>... @15:14) 
	at org.apache.maven.model.io.xpp3.MavenXpp3Reader.checkUnknownElement(MavenXpp3Reader.java:155) ~[maven-model-3.0.4.jar:3.0.4]
	at org.apache.maven.model.io.xpp3.MavenXpp3Reader.parseModel(MavenXpp3Reader.java:2484) ~[maven-model-3.0.4.jar:3.0.4]
	at org.apache.maven.model.io.xpp3.MavenXpp3Reader.read(MavenXpp3Reader.java:4088) ~[maven-model-3.0.4.jar:3.0.4]
	at org.apache.maven.model.io.xpp3.MavenXpp3Reader.read(MavenXpp3Reader.java:4021) ~[maven-model-3.0.4.jar:3.0.4]
	at org.apache.maven.model.io.DefaultModelReader.read(DefaultModelReader.java:122) ~[maven-model-builder-3.0.4.jar:3.0.4]
	... 20 common frames omitted
2012-12-04 15:59:42,569 [Worker-19] ERROR o.e.m.c.i.p.r.ProjectRegistryManager - Could not read pom.xml
org.eclipse.core.runtime.CoreException: Could not read pom.xml
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.readModel(MavenImpl.java:531) ~[org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.readModel(MavenImpl.java:539) ~[org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.m2e.core.internal.project.registry.ProjectRegistryManager.refresh(ProjectRegistryManager.java:479) [org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.m2e.core.internal.project.registry.ProjectRegistryManager.refresh(ProjectRegistryManager.java:328) [org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.m2e.core.internal.project.registry.ProjectRegistryManager.refresh(ProjectRegistryManager.java:279) [org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.m2e.core.internal.project.registry.MavenProjectManager.refresh(MavenProjectManager.java:58) [org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.m2e.core.internal.builder.MavenBuilder.build(MavenBuilder.java:87) [org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	at org.eclipse.core.internal.events.BuildManager$2.run(BuildManager.java:728) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:42) [org.eclipse.equinox.common_3.6.100.v20120522-1841.jar:na]
	at org.eclipse.core.internal.events.BuildManager.basicBuild(BuildManager.java:199) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.events.BuildManager.basicBuild(BuildManager.java:239) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.events.BuildManager$1.run(BuildManager.java:292) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:42) [org.eclipse.equinox.common_3.6.100.v20120522-1841.jar:na]
	at org.eclipse.core.internal.events.BuildManager.basicBuild(BuildManager.java:295) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.events.BuildManager.basicBuildLoop(BuildManager.java:351) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.events.BuildManager.build(BuildManager.java:374) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.events.AutoBuildJob.doBuild(AutoBuildJob.java:143) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.events.AutoBuildJob.run(AutoBuildJob.java:241) [org.eclipse.core.resources_3.8.1.v20120802-154922.jar:na]
	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:53) [org.eclipse.core.jobs_3.5.300.v20120622-204750.jar:na]
Caused by: org.apache.maven.model.io.ModelParseException: Unrecognised tag: 'dependency' (position: START_TAG seen ...</dependencies>\r\n\t<dependency>... @15:14) 
	at org.apache.maven.model.io.DefaultModelReader.read(DefaultModelReader.java:127) ~[maven-model-builder-3.0.4.jar:3.0.4]
	at org.apache.maven.model.io.DefaultModelReader.read(DefaultModelReader.java:91) ~[maven-model-builder-3.0.4.jar:3.0.4]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.readModel(MavenImpl.java:529) ~[org.eclipse.m2e.core_1.2.0.20120903-1050.jar:na]
	... 18 common frames omitted
Caused by: org.codehaus.plexus.util.xml.pull.XmlPullParserException: Unrecognised tag: 'dependency' (position: START_TAG seen ...</dependencies>\r\n\t<dependency>... @15:14) 
	at org.apache.maven.model.io.xpp3.MavenXpp3Reader.checkUnknownElement(MavenXpp3Reader.java:155) ~[maven-model-3.0.4.jar:3.0.4]
	at org.apache.maven.model.io.xpp3.MavenXpp3Reader.parseModel(MavenXpp3Reader.java:2484) ~[maven-model-3.0.4.jar:3.0.4]
	at org.apache.maven.model.io.xpp3.MavenXpp3Reader.read(MavenXpp3Reader.java:4088) ~[maven-model-3.0.4.jar:3.0.4]
	at org.apache.maven.model.io.xpp3.MavenXpp3Reader.read(MavenXpp3Reader.java:4021) ~[maven-model-3.0.4.jar:3.0.4]
	at org.apache.maven.model.io.DefaultModelReader.read(DefaultModelReader.java:122) ~[maven-model-builder-3.0.4.jar:3.0.4]
	... 20 common frames omitted
2012-12-04 16:00:25,013 [Worker-10] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: GitEditor:GitEditor:0.0.1-SNAPSHOT @ C:\Users\Alan\Desktop\GiftEditor\GitEditor\pom.xml.
2012-12-04 16:00:25,089 [Worker-10] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 12
2012-12-04 16:00:25,460 [New I/O client worker #1-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/com/jgoodies/looks/2.1.2/looks-2.1.2.pom
2012-12-04 16:00:25,466 [New I/O client worker #1-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/com/jgoodies/looks/2.1.2/looks-2.1.2.pom
2012-12-04 16:00:25,691 [Worker-10] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 12
2012-12-04 16:00:25,944 [New I/O client worker #2-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/com/jgoodies/looks/2.1.2/looks-2.1.2.jar
2012-12-04 16:00:26,194 [New I/O client worker #2-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/com/jgoodies/looks/2.1.2/looks-2.1.2.jar
2012-12-04 16:00:27,012 [Worker-10] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:00:27,013 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:00:27,014 [Worker-10] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:00:27,015 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:00:28,255 [Worker-19] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:00:28,256 [Worker-19] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:00:28,257 [Worker-19] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:00:28,258 [Worker-19] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:03:54,282 [Worker-19] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:03:54,283 [Worker-19] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:03:54,284 [Worker-19] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:03:54,285 [Worker-19] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:36:21,071 [Worker-40] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:36:21,073 [Worker-40] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:36:21,074 [Worker-40] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:36:21,076 [Worker-40] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:42:37,879 [Worker-42] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:42:37,880 [Worker-42] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:42:37,882 [Worker-42] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:42:37,882 [Worker-42] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:43:12,624 [Worker-19] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:43:12,625 [Worker-19] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:43:12,626 [Worker-19] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:43:12,627 [Worker-19] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:43:36,228 [Worker-45] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:43:36,229 [Worker-45] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:43:36,230 [Worker-45] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:43:36,231 [Worker-45] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:43:50,573 [Worker-44] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:43:50,574 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:43:50,575 [Worker-44] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:43:50,576 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:44:16,403 [Worker-45] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:44:16,404 [Worker-45] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:44:16,405 [Worker-45] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:44:16,405 [Worker-45] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:44:23,890 [Worker-44] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:44:23,891 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:44:23,893 [Worker-44] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:44:23,946 [Worker-44] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:46:24,922 [Worker-40] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:46:24,923 [Worker-40] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 16:46:24,925 [Worker-40] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 16:46:24,925 [Worker-40] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:36:21,142 [Worker-52] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:36:21,143 [Worker-52] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:36:21,144 [Worker-52] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:36:21,145 [Worker-52] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:36:28,158 [Worker-35] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:36:28,159 [Worker-35] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:36:28,160 [Worker-35] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:36:28,211 [Worker-35] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:42:41,712 [Worker-52] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:42:41,713 [Worker-52] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:42:41,714 [Worker-52] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:42:41,715 [Worker-52] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:43:40,159 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:43:40,160 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:43:40,162 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:43:40,162 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:43:52,234 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:43:52,235 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:43:52,236 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:43:52,237 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:44:17,242 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:44:17,244 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:44:17,245 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:44:17,246 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:44:33,846 [Worker-57] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:44:33,847 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:44:33,848 [Worker-57] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:44:33,849 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:45:47,850 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:45:47,851 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:45:47,852 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:45:47,853 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:46:10,176 [Worker-35] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:46:10,177 [Worker-35] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:46:10,178 [Worker-35] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:46:10,179 [Worker-35] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:46:25,861 [Worker-63] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:46:25,862 [Worker-63] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:46:25,864 [Worker-63] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:46:25,864 [Worker-63] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:46:45,479 [Worker-63] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:46:45,480 [Worker-63] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:46:45,481 [Worker-63] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:46:45,481 [Worker-63] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:47:43,651 [Worker-62] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:47:43,652 [Worker-62] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:47:43,653 [Worker-62] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:47:43,654 [Worker-62] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:48:03,029 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:48:03,030 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:48:03,032 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:48:03,032 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:48:25,166 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:48:25,167 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:48:25,169 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:48:25,169 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:48:51,620 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:48:51,621 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:48:51,622 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:48:51,622 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:49:26,395 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:49:26,396 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:49:26,397 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:49:26,397 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:50:08,916 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:50:08,917 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:50:08,918 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:50:08,918 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:50:46,401 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
